epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
169,2280.3,1.30287,1.17953,1.63896,0.72448,0.75341,0.74076,0.48909,0.43356,1.52005,1.11169,1.82312,0.0004456,0.0004456,0.0004456
170,2295.01,1.29563,1.17888,1.62723,0.65271,0.79769,0.77041,0.49703,0.4656,1.52789,1.08612,1.83297,0.0004423,0.0004423,0.0004423
171,2309.05,1.3042,1.19734,1.62856,0.68142,0.75783,0.75737,0.50499,0.45481,1.5184,1.06484,1.82113,0.000439,0.000439,0.000439
172,2322.93,1.28861,1.18633,1.62936,0.72687,0.75171,0.75773,0.49433,0.45622,1.60413,1.08646,1.91134,0.0004357,0.0004357,0.0004357
173,2337.11,1.27621,1.16494,1.61585,0.77105,0.70751,0.77124,0.45342,0.42946,1.63436,1.1637,1.8949,0.0004324,0.0004324,0.0004324
174,2350.69,1.29348,1.18003,1.62072,0.7517,0.74798,0.77547,0.41322,0.42839,1.65665,1.15145,1.96399,0.0004291,0.0004291,0.0004291
175,2366.9,1.28862,1.17945,1.62978,0.73915,0.7344,0.73513,0.42837,0.4163,1.71329,1.12234,2.03583,0.0004258,0.0004258,0.0004258
176,2382.89,1.27856,1.17877,1.61342,0.74323,0.71355,0.72473,0.49994,0.44391,1.619,1.09899,1.9584,0.0004225,0.0004225,0.0004225
177,2396.47,1.2808,1.1853,1.62083,0.70087,0.71749,0.73566,0.48433,0.43891,1.63917,1.13766,1.94099,0.0004192,0.0004192,0.0004192
178,2411.27,1.2698,1.16005,1.60693,0.72644,0.7123,0.73279,0.42967,0.41694,1.61518,1.19793,1.90246,0.0004159,0.0004159,0.0004159
179,2427.44,1.28525,1.16741,1.62245,0.69913,0.76822,0.76665,0.46592,0.45084,1.54664,1.02951,1.85341,0.0004126,0.0004126,0.0004126
180,2440,1.26382,1.14472,1.60348,0.67084,0.76207,0.75991,0.4845,0.44617,1.52802,1.09998,1.84859,0.0004093,0.0004093,0.0004093
181,2454.14,1.27597,1.16185,1.60912,0.76353,0.74566,0.76299,0.5138,0.46093,1.58062,1.07522,1.89445,0.000406,0.000406,0.000406
182,2467.6,1.28275,1.16222,1.61535,0.68433,0.75298,0.74037,0.45532,0.43778,1.60354,1.04502,1.9136,0.0004027,0.0004027,0.0004027
183,2480.6,1.26496,1.17819,1.61907,0.67553,0.72244,0.74385,0.47301,0.42911,1.61793,1.08869,1.95169,0.0003994,0.0003994,0.0003994
184,2494.65,1.28262,1.17649,1.61887,0.70316,0.72055,0.73573,0.49107,0.44155,1.62832,1.04464,1.99562,0.0003961,0.0003961,0.0003961
185,2509.29,1.28761,1.19722,1.62845,0.75037,0.75108,0.75302,0.47199,0.43657,1.63579,1.06002,1.95913,0.0003928,0.0003928,0.0003928
186,2524.3,1.27435,1.17113,1.61662,0.67633,0.77202,0.73654,0.44217,0.43725,1.67673,1.04205,1.9771,0.0003895,0.0003895,0.0003895
187,2539.84,1.25572,1.15541,1.59834,0.66502,0.71788,0.72841,0.43481,0.41668,1.6606,1.13752,1.98462,0.0003862,0.0003862,0.0003862
188,2554.47,1.28437,1.15913,1.60634,0.65368,0.75351,0.72355,0.47087,0.42704,1.60152,1.06713,1.87295,0.0003829,0.0003829,0.0003829
189,2568.76,1.26869,1.15245,1.61411,0.70195,0.73136,0.74475,0.51218,0.46224,1.58728,0.98884,1.87847,0.0003796,0.0003796,0.0003796
190,2582.65,1.26713,1.16122,1.60865,0.68797,0.76872,0.73056,0.47819,0.42829,1.65788,1.10965,1.94553,0.0003763,0.0003763,0.0003763
191,2595.94,1.26527,1.1488,1.60172,0.67227,0.73469,0.73054,0.46892,0.43068,1.63967,1.04059,1.9479,0.000373,0.000373,0.000373
192,2611.3,1.26318,1.1284,1.60664,0.74638,0.73499,0.7429,0.45861,0.43245,1.60737,1.04976,1.89266,0.0003697,0.0003697,0.0003697
193,2626.73,1.28094,1.16495,1.61235,0.82011,0.71116,0.74754,0.48046,0.43586,1.59086,1.12072,1.90255,0.0003664,0.0003664,0.0003664
194,2640.04,1.25858,1.15142,1.60261,0.71497,0.72857,0.73022,0.46537,0.42219,1.62043,1.05958,1.92825,0.0003631,0.0003631,0.0003631
195,2653.08,1.25956,1.13363,1.59143,0.71014,0.7507,0.72816,0.44917,0.42452,1.60202,1.02482,1.92482,0.0003598,0.0003598,0.0003598
196,2666.16,1.25319,1.13422,1.59081,0.64853,0.74324,0.73208,0.4791,0.42963,1.61858,1.04824,1.92529,0.0003565,0.0003565,0.0003565
197,2680.07,1.25564,1.1362,1.59154,0.77336,0.68064,0.73188,0.46639,0.43873,1.59575,1.00504,1.94652,0.0003532,0.0003532,0.0003532
198,2694.41,1.26109,1.16116,1.60364,0.70572,0.73811,0.77499,0.48176,0.45583,1.59594,1.04596,1.90813,0.0003499,0.0003499,0.0003499
199,2708.93,1.25192,1.15227,1.59746,0.6307,0.74301,0.73196,0.44986,0.4359,1.58328,1.02495,1.91178,0.0003466,0.0003466,0.0003466
200,2724.65,1.26825,1.14161,1.60687,0.656,0.71934,0.73675,0.44903,0.43431,1.61481,1.06204,1.95187,0.0003433,0.0003433,0.0003433
201,2740.83,1.24891,1.13383,1.5893,0.69252,0.78161,0.78457,0.49458,0.46422,1.6179,1.09326,1.93275,0.00034,0.00034,0.00034
202,2756.52,1.23941,1.1239,1.58296,0.70841,0.76839,0.77493,0.47403,0.45217,1.55583,1.02652,1.87043,0.0003367,0.0003367,0.0003367
203,2771.11,1.24486,1.11665,1.58899,0.83101,0.72678,0.80349,0.48364,0.4578,1.58832,1.09443,1.90698,0.0003334,0.0003334,0.0003334
204,2786.23,1.25222,1.12917,1.59635,0.70489,0.75487,0.73917,0.4893,0.44569,1.61066,1.14644,1.89426,0.0003301,0.0003301,0.0003301
205,2802.16,1.23804,1.11148,1.58348,0.77665,0.72217,0.76141,0.47535,0.44703,1.66879,1.08971,1.9768,0.0003268,0.0003268,0.0003268
206,2814.52,1.22335,1.10033,1.57558,0.71606,0.71669,0.73747,0.47257,0.43468,1.66691,1.12803,1.98214,0.0003235,0.0003235,0.0003235
207,2829.22,1.23821,1.11236,1.58496,0.66577,0.77565,0.76694,0.50505,0.46153,1.64775,1.07227,1.98038,0.0003202,0.0003202,0.0003202
208,2844.06,1.23402,1.11776,1.57712,0.69759,0.73337,0.7696,0.50643,0.45177,1.67349,1.0994,1.99275,0.0003169,0.0003169,0.0003169
209,2860.44,1.22589,1.11698,1.58079,0.80191,0.66998,0.73079,0.45924,0.43226,1.61479,1.01526,1.97177,0.0003136,0.0003136,0.0003136
210,2874.35,1.22669,1.10327,1.57768,0.69284,0.7236,0.75055,0.49203,0.4411,1.6398,1.04526,1.96736,0.0003103,0.0003103,0.0003103
211,2887.15,1.2367,1.09687,1.58633,0.69722,0.72286,0.74965,0.48398,0.42972,1.63055,1.08917,1.97104,0.000307,0.000307,0.000307
212,2902.04,1.2414,1.11622,1.57941,0.73663,0.71653,0.74432,0.46055,0.42704,1.68255,1.08341,2.0181,0.0003037,0.0003037,0.0003037
213,2917.03,1.24438,1.1057,1.58906,0.68052,0.73183,0.73802,0.47612,0.44119,1.65713,1.03273,1.98749,0.0003004,0.0003004,0.0003004
214,2931.84,1.22583,1.10152,1.57071,0.7498,0.67334,0.72186,0.47493,0.42567,1.57851,1.03043,1.91457,0.0002971,0.0002971,0.0002971
215,2944.72,1.24084,1.12278,1.58812,0.6834,0.76855,0.76505,0.48047,0.44921,1.62113,1.01621,1.97287,0.0002938,0.0002938,0.0002938
216,2957.57,1.24433,1.11844,1.57931,0.73479,0.70716,0.72609,0.42761,0.4212,1.65597,0.99941,2.02969,0.0002905,0.0002905,0.0002905
217,2970.52,1.23307,1.08837,1.57063,0.68287,0.71811,0.7286,0.48372,0.43343,1.60812,0.98519,1.99251,0.0002872,0.0002872,0.0002872
218,2984.26,1.22897,1.09801,1.56842,0.68425,0.73629,0.73832,0.47882,0.43202,1.642,1.06578,1.97828,0.0002839,0.0002839,0.0002839
219,3000.12,1.23465,1.10027,1.57821,0.77601,0.62797,0.73375,0.48103,0.42744,1.64211,1.02538,2.0039,0.0002806,0.0002806,0.0002806
220,3016.13,1.23281,1.11839,1.57745,0.71654,0.69463,0.7374,0.46859,0.43976,1.58189,1.01378,1.93513,0.0002773,0.0002773,0.0002773
221,3033.01,1.20058,1.09658,1.56097,0.67004,0.73202,0.73833,0.47428,0.42452,1.64383,1.02736,1.99154,0.000274,0.000274,0.000274
222,3048.35,1.21258,1.10295,1.56531,0.72853,0.71756,0.73899,0.47859,0.43674,1.63351,1.00862,1.98343,0.0002707,0.0002707,0.0002707
223,3065.4,1.21353,1.08551,1.55905,0.73692,0.73176,0.73689,0.47826,0.43169,1.67032,1.01268,2.01906,0.0002674,0.0002674,0.0002674
224,3081.1,1.21565,1.09533,1.57091,0.76609,0.73313,0.74571,0.46056,0.43588,1.69215,0.99902,2.03151,0.0002641,0.0002641,0.0002641
225,3096.79,1.22929,1.08999,1.57475,0.78081,0.71262,0.76055,0.48229,0.44849,1.68543,1.00715,2.02671,0.0002608,0.0002608,0.0002608
226,3112.12,1.23844,1.10553,1.58925,0.70657,0.71736,0.72607,0.47675,0.421,1.76032,1.01817,2.09807,0.0002575,0.0002575,0.0002575
227,3129,1.22978,1.11154,1.57963,0.75089,0.72329,0.73941,0.48574,0.4278,1.68422,1.03156,2.01216,0.0002542,0.0002542,0.0002542
228,3144.69,1.21442,1.08718,1.56576,0.69979,0.71638,0.72159,0.4989,0.43341,1.65788,1.07357,1.9903,0.0002509,0.0002509,0.0002509
229,3160.79,1.21628,1.092,1.57111,0.69573,0.72925,0.73582,0.49087,0.43077,1.65788,1.05341,2.00807,0.0002476,0.0002476,0.0002476
230,3176.12,1.20934,1.07783,1.55731,0.74307,0.71415,0.73163,0.46765,0.4284,1.62008,1.00151,1.94845,0.0002443,0.0002443,0.0002443
231,3189.13,1.22319,1.08827,1.57674,0.64675,0.72807,0.70654,0.46317,0.41366,1.6296,1.09515,1.95092,0.000241,0.000241,0.000241
232,3201.68,1.19667,1.07321,1.55155,0.62453,0.72646,0.70627,0.49136,0.42927,1.63924,1.07763,1.97907,0.0002377,0.0002377,0.0002377
233,3214.48,1.20653,1.09045,1.55453,0.65599,0.77434,0.73134,0.50903,0.4477,1.61774,1.05555,1.95418,0.0002344,0.0002344,0.0002344
234,3228.77,1.22251,1.1019,1.57251,0.69727,0.72522,0.72249,0.50014,0.44517,1.62164,1.03271,1.9658,0.0002311,0.0002311,0.0002311
235,3243.39,1.21441,1.08497,1.55374,0.70121,0.7015,0.71353,0.46075,0.4246,1.64229,1.03029,1.98627,0.0002278,0.0002278,0.0002278
236,3258.84,1.20962,1.07516,1.56423,0.61097,0.76112,0.7232,0.47501,0.42861,1.63385,1.07018,1.9619,0.0002245,0.0002245,0.0002245
237,3272.42,1.20413,1.08625,1.55796,0.62971,0.76314,0.72919,0.47003,0.43674,1.64699,1.08053,1.98522,0.0002212,0.0002212,0.0002212
238,3285.74,1.19839,1.06966,1.55122,0.65976,0.68837,0.71066,0.46063,0.42553,1.64123,1.03061,1.98836,0.0002179,0.0002179,0.0002179
239,3302.53,1.19571,1.07546,1.55523,0.78254,0.66025,0.7324,0.44691,0.42166,1.64236,1.01254,1.97006,0.0002146,0.0002146,0.0002146
240,3318.11,1.19391,1.07326,1.53824,0.70043,0.6847,0.72671,0.4945,0.43022,1.66256,1.01888,2.00821,0.0002113,0.0002113,0.0002113
241,3333.92,1.19661,1.07868,1.54933,0.7188,0.68354,0.73091,0.47325,0.42645,1.67168,1.00261,2.02775,0.000208,0.000208,0.000208
242,3349.19,1.20356,1.06934,1.55427,0.66627,0.70374,0.72946,0.49452,0.43726,1.67855,1.06451,2.02481,0.0002047,0.0002047,0.0002047
243,3362.92,1.20935,1.07794,1.5619,0.66322,0.76676,0.75137,0.47788,0.43542,1.68115,1.0701,2.00956,0.0002014,0.0002014,0.0002014
244,3377.39,1.18997,1.06611,1.53721,0.74719,0.66544,0.72212,0.45165,0.43024,1.65973,1.07296,1.99444,0.0001981,0.0001981,0.0001981
245,3392.14,1.19935,1.0624,1.54902,0.71813,0.65141,0.72235,0.49295,0.44531,1.66864,1.06881,2.02502,0.0001948,0.0001948,0.0001948
246,3406.48,1.2107,1.07938,1.56182,0.62967,0.77665,0.73849,0.49748,0.45022,1.66672,1.00489,2.03796,0.0001915,0.0001915,0.0001915
247,3421.28,1.20482,1.07895,1.55467,0.65338,0.71842,0.70601,0.50494,0.43915,1.65652,1.04259,2.00274,0.0001882,0.0001882,0.0001882
248,3436.25,1.18204,1.03738,1.54009,0.69599,0.70035,0.71237,0.49775,0.42924,1.66216,1.00595,2.01074,0.0001849,0.0001849,0.0001849
249,3451.89,1.19041,1.07211,1.55066,0.77464,0.64983,0.71493,0.47492,0.43019,1.63577,1.05046,1.97221,0.0001816,0.0001816,0.0001816
250,3467.45,1.17275,1.06942,1.53583,0.78367,0.65079,0.72599,0.47595,0.41908,1.65968,1.05692,2.00423,0.0001783,0.0001783,0.0001783
251,3482.62,1.20012,1.0709,1.55887,0.74911,0.65791,0.72366,0.42094,0.41276,1.6649,1.04686,2.0107,0.000175,0.000175,0.000175
252,3496.97,1.19779,1.06796,1.55516,0.67609,0.73465,0.73979,0.47417,0.42417,1.68068,1.07807,2.01022,0.0001717,0.0001717,0.0001717
253,3511.5,1.19716,1.05516,1.5443,0.6729,0.74303,0.72916,0.45266,0.4138,1.648,1.1101,1.96628,0.0001684,0.0001684,0.0001684
254,3525.28,1.18801,1.05317,1.53789,0.6745,0.71876,0.73962,0.46879,0.43608,1.64368,1.07769,1.96125,0.0001651,0.0001651,0.0001651
255,3540.22,1.1891,1.06755,1.54744,0.70102,0.71125,0.73303,0.46787,0.43808,1.6329,1.09362,1.96338,0.0001618,0.0001618,0.0001618
256,3555.74,1.17834,1.05515,1.53486,0.69643,0.69139,0.72119,0.46702,0.42957,1.65538,1.05186,2.0011,0.0001585,0.0001585,0.0001585
257,3570.38,1.18542,1.05952,1.53813,0.67122,0.74308,0.71653,0.46087,0.42743,1.65716,1.06162,1.99123,0.0001552,0.0001552,0.0001552
258,3584.06,1.19216,1.07275,1.54453,0.65939,0.72159,0.71408,0.45005,0.42313,1.65743,1.03846,2.00364,0.0001519,0.0001519,0.0001519
259,3598.92,1.1899,1.06377,1.54333,0.68907,0.69579,0.70456,0.44338,0.41335,1.68447,1.01073,2.04193,0.0001486,0.0001486,0.0001486
260,3614.49,1.20587,1.06519,1.56355,0.73205,0.69388,0.73289,0.47079,0.42291,1.66464,1.02017,2.0095,0.0001453,0.0001453,0.0001453
261,3629.34,1.17627,1.0434,1.53224,0.74225,0.68856,0.72988,0.46786,0.41714,1.69275,1.01923,2.04184,0.000142,0.000142,0.000142
262,3643.34,1.18828,1.05829,1.54085,0.67442,0.73099,0.72598,0.4582,0.41353,1.66351,1.0043,2.01134,0.0001387,0.0001387,0.0001387
263,3658.55,1.17253,1.04913,1.52613,0.66463,0.71415,0.71931,0.47398,0.42871,1.66907,0.98474,2.0188,0.0001354,0.0001354,0.0001354
264,3673.18,1.17043,1.03879,1.52338,0.69663,0.73369,0.70838,0.47542,0.43232,1.64536,1.01466,1.98126,0.0001321,0.0001321,0.0001321
265,3689.41,1.17967,1.0469,1.53003,0.7094,0.74015,0.73134,0.4591,0.43664,1.63671,1.02104,1.96886,0.0001288,0.0001288,0.0001288
266,3707.26,1.1837,1.04961,1.54411,0.70661,0.74035,0.74996,0.4873,0.44477,1.62228,1.02003,1.95881,0.0001255,0.0001255,0.0001255
267,3722.87,1.17524,1.04208,1.54163,0.69158,0.74536,0.74997,0.48463,0.44285,1.61205,1.02312,1.94241,0.0001222,0.0001222,0.0001222
268,3737.85,1.18469,1.05529,1.53573,0.6704,0.73904,0.73052,0.47667,0.43811,1.60017,1.03936,1.93081,0.0001189,0.0001189,0.0001189
269,3752.34,1.16637,1.04449,1.53389,0.69125,0.73493,0.73731,0.47186,0.43732,1.61693,1.02712,1.97046,0.0001156,0.0001156,0.0001156
270,3766.3,1.16402,1.03247,1.52145,0.69042,0.73394,0.73127,0.48066,0.43271,1.65171,1.02128,2.01038,0.0001123,0.0001123,0.0001123
271,3781.14,1.17525,1.0494,1.53096,0.69154,0.72868,0.73771,0.46708,0.43927,1.64177,1.03744,2.0056,0.000109,0.000109,0.000109
272,3796.66,1.18012,1.04572,1.53167,0.68518,0.73749,0.73971,0.47631,0.44444,1.64575,1.03551,2.01011,0.0001057,0.0001057,0.0001057
273,3811.39,1.17365,1.04512,1.53238,0.73934,0.67143,0.71815,0.46856,0.43019,1.67528,1.00618,2.04041,0.0001024,0.0001024,0.0001024
274,3825.53,1.17554,1.0426,1.54319,0.6989,0.69628,0.72931,0.4781,0.43792,1.65864,1.02316,2.01796,9.91e-05,9.91e-05,9.91e-05
275,3839.61,1.17743,1.04278,1.53016,0.69442,0.69858,0.73119,0.48208,0.43645,1.64182,1.01141,1.9972,9.58e-05,9.58e-05,9.58e-05
276,3854.19,1.14821,1.00765,1.50682,0.68292,0.69831,0.74693,0.46728,0.43591,1.63747,1.04394,1.98501,9.25e-05,9.25e-05,9.25e-05
277,3867.96,1.15378,1.03045,1.51732,0.73684,0.66627,0.73706,0.47375,0.43253,1.64053,1.02429,2.00227,8.92e-05,8.92e-05,8.92e-05
278,3882.86,1.16726,1.03203,1.52115,0.81603,0.67639,0.74908,0.47974,0.44303,1.63441,1.01033,1.994,8.59e-05,8.59e-05,8.59e-05
279,3898.88,1.14969,1.02606,1.51243,0.81651,0.67694,0.74423,0.4665,0.43498,1.65172,0.991,2.02331,8.26e-05,8.26e-05,8.26e-05
280,3915.46,1.1514,1.03375,1.5081,0.78437,0.6825,0.75243,0.47697,0.4438,1.64377,1.01059,2.01129,7.93e-05,7.93e-05,7.93e-05
281,3929.87,1.16187,1.02742,1.52159,0.77337,0.68478,0.74401,0.45648,0.43266,1.66862,1.00942,2.03998,7.6e-05,7.6e-05,7.6e-05
282,3944.37,1.165,1.03011,1.51822,0.76027,0.6705,0.72422,0.46643,0.42917,1.68845,1.02042,2.06332,7.27e-05,7.27e-05,7.27e-05
283,3959.16,1.14392,1.01319,1.50448,0.67522,0.73825,0.74008,0.48565,0.44047,1.68034,1.04779,2.04575,6.94e-05,6.94e-05,6.94e-05
284,3974.1,1.17841,1.0506,1.53248,0.66311,0.71684,0.7298,0.47273,0.44227,1.68719,1.03243,2.05932,6.61e-05,6.61e-05,6.61e-05
285,3990.03,1.15239,1.0242,1.51474,0.66522,0.71745,0.72116,0.45863,0.43172,1.6822,1.02474,2.0587,6.28e-05,6.28e-05,6.28e-05
286,4006.3,1.1444,0.98766,1.51565,0.73834,0.67559,0.73836,0.47914,0.4317,1.67771,1.04532,2.0379,5.95e-05,5.95e-05,5.95e-05
287,4021.28,1.10431,0.91536,1.49336,0.76569,0.67507,0.74539,0.46895,0.42644,1.67459,1.05722,2.02377,5.62e-05,5.62e-05,5.62e-05
288,4036.93,1.11827,0.91667,1.50555,0.78342,0.67048,0.7521,0.47184,0.43097,1.67042,1.0662,2.02496,5.29e-05,5.29e-05,5.29e-05
289,4051.08,1.0812,0.88045,1.47885,0.66486,0.72833,0.72949,0.45758,0.41865,1.66564,1.06793,2.02062,4.96e-05,4.96e-05,4.96e-05
290,4065.53,1.08102,0.88461,1.48055,0.6699,0.71118,0.7341,0.47115,0.42465,1.66169,1.06516,2.01223,4.63e-05,4.63e-05,4.63e-05
291,4080.75,1.06837,0.86729,1.4685,0.66855,0.71751,0.74529,0.45356,0.42379,1.6677,1.08159,2.01751,4.3e-05,4.3e-05,4.3e-05
292,4095.63,1.08163,0.87463,1.47856,0.75915,0.66027,0.75427,0.46091,0.42427,1.67095,1.07818,2.03095,3.97e-05,3.97e-05,3.97e-05
293,4110.05,1.06694,0.85884,1.474,0.66404,0.72229,0.75108,0.46038,0.42559,1.66569,1.08137,2.02026,3.64e-05,3.64e-05,3.64e-05
294,4122.48,1.06919,0.87609,1.47634,0.68445,0.73137,0.73569,0.44162,0.41437,1.66254,1.07071,2.01916,3.31e-05,3.31e-05,3.31e-05
295,4135.54,1.0694,0.86617,1.47845,0.6684,0.76471,0.75489,0.4485,0.41828,1.66343,1.07916,2.01923,2.98e-05,2.98e-05,2.98e-05
296,4148.94,1.05482,0.85489,1.46185,0.66017,0.7666,0.74581,0.45648,0.42247,1.6607,1.08698,2.01619,2.65e-05,2.65e-05,2.65e-05
297,4162.33,1.04463,0.85358,1.45331,0.67331,0.73908,0.7451,0.45677,0.42165,1.66952,1.06929,2.02771,2.32e-05,2.32e-05,2.32e-05
298,4177.54,1.06222,0.85332,1.4681,0.70162,0.73856,0.74543,0.44432,0.41638,1.67466,1.06339,2.02934,1.99e-05,1.99e-05,1.99e-05
299,4193.14,1.04336,0.8496,1.45362,0.68526,0.7409,0.74573,0.42791,0.41704,1.6762,1.07781,2.0287,1.66e-05,1.66e-05,1.66e-05
300,4207.15,1.05007,0.84907,1.457,0.66895,0.72972,0.72301,0.42647,0.41084,1.67343,1.07421,2.02368,1.33e-05,1.33e-05,1.33e-05
